strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
010300010310,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010510,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300020506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300030905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300031001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300031003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300031004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010109,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010110,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400010606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010600020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010600020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010600020104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010600020105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010700010101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010700010103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010700010201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801010903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801020304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010801030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
